Time,NodeId,CO2Concentration,Temperature,SmokeConcentration,X,Y,Z
1720511028339,2,606,3306,0,222,222,222
1720511029986,4,507,3256,0,444,444,444
1720511030193,3,689,3243,0,333,333,333
1720511030440,5,541,3181,0,555,555,555
1720511031278,1,608,3318,0,1,1,1
1720511031399,2,560,3306,0,222,222,222
1720511033057,4,571,3256,0,444,444,444
1720511033270,3,711,3250,0,333,333,333
1720511033518,5,400,3187,0,555,555,555
1720511034352,1,597,3318,0,1,1,1
1720511034469,2,470,3312,0,222,222,222
1720511036135,4,781,3262,0,444,444,444
1720511036336,3,694,3256,0,333,333,333
1720511036593,5,728,3181,0,555,555,555
1720511037434,1,1690,3331,0,1,1,1
1720511037539,2,535,3312,0,222,222,222
1720511039211,4,630,3268,0,444,444,444
1720511039409,3,694,3262,0,333,333,333
1720511039680,5,686,3181,0,555,555,555
1720511040505,1,1011,3337,0,1,1,1
1720511040609,2,674,3318,0,222,222,222
1720511042290,4,925,3268,0,444,444,444
1720511042490,3,695,3268,0,333,333,333
1720511042748,5,535,3187,0,555,555,555
1720511043585,1,1014,3350,0,1,1,1
1720511043700,2,592,3331,0,222,222,222
1720511045366,4,586,3287,0,444,444,444
1720511045563,3,563,3268,0,333,333,333
1720511045826,5,505,3187,0,555,555,555
1720511046673,1,1038,3350,0,1,1,1
1720511046751,2,558,3356,0,222,222,222
1720511048441,4,405,3300,0,444,444,444
1720511048637,3,588,3275,0,333,333,333
1720511048906,5,530,3193,0,555,555,555
1720511049753,1,721,3350,0,1,1,1
1720511049818,2,594,3381,0,222,222,222
1720511051524,4,543,3300,0,444,444,444
1720511051715,3,581,3275,0,333,333,333
1720511051981,5,509,3200,0,555,555,555
1720511052817,1,811,3356,0,1,1,1
1720511052888,2,703,3412,0,222,222,222
1720511054597,4,619,3306,0,444,444,444
1720511054805,3,679,3281,0,333,333,333
1720511055066,5,526,3206,0,555,555,555
1720511055894,1,904,3362,0,1,1,1
1720511055959,2,734,3431,0,222,222,222
1720511057680,4,667,3312,0,444,444,444
1720511057873,3,651,3287,0,333,333,333
1720511058142,5,519,3212,0,555,555,555
1720511058969,1,920,3362,0,1,1,1
1720511059030,2,759,3456,0,222,222,222
1720511060759,4,743,3318,0,444,444,444
1720511060951,3,698,3287,0,333,333,333
1720511061209,5,501,3212,0,555,555,555
1720511062048,1,818,3362,0,1,1,1
1720511062100,2,763,3475,0,222,222,222
1720511063839,4,795,3356,0,444,444,444
1720511064029,3,738,3287,0,333,333,333
1720511064291,5,486,3218,0,555,555,555
1720511065125,1,802,3375,0,1,1,1
1720511065185,2,758,3487,0,222,222,222
1720511066923,4,928,3418,0,444,444,444
1720511067098,3,823,3306,0,333,333,333
1720511067369,5,627,3225,0,555,555,555
1720511068198,1,838,3381,0,1,1,1
1720511068243,2,778,3506,0,222,222,222
1720511069988,4,962,3481,0,444,444,444
1720511070197,3,1035,3337,0,333,333,333
1720511070445,5,550,3231,0,555,555,555
1720511071275,1,947,3393,0,1,1,1
1720511071310,2,775,3518,0,222,222,222
1720511073076,4,1531,3543,0,444,444,444
1720511073265,3,851,3368,0,333,333,333
1720511073522,5,596,3231,0,555,555,555
1720511074352,1,1102,3431,0,1,1,1
1720511074382,2,910,3543,0,222,222,222
1720511076141,4,1616,3625,0,444,444,444
1720511076338,3,1006,3393,0,333,333,333
1720511076596,5,570,3237,0,555,555,555
1720511077437,1,992,3468,0,1,1,1
1720511077448,2,920,3556,0,222,222,222
1720511079219,4,1674,3706,0,444,444,444
1720511079417,3,1077,3431,0,333,333,333
1720511079675,5,495,3243,0,555,555,555
1720511080511,1,1137,3500,0,1,1,1
1720511080518,2,952,3568,0,222,222,222
1720511082299,4,1954,3793,0,444,444,444
1720511082493,3,1172,3462,0,333,333,333
1720511082757,5,680,3243,0,555,555,555
1720511083588,2,999,3581,0,222,222,222
1720511083594,1,1116,3537,0,1,1,1
1720511085377,4,2337,3881,0,444,444,444
1720511085585,3,1241,3500,0,333,333,333
1720511085834,5,647,3250,0,555,555,555
1720511086659,2,1357,3587,0,222,222,222
1720511086675,1,1081,3575,0,1,1,1
1720511088456,4,2847,3968,0,444,444,444
1720511088655,3,1309,3531,0,333,333,333
1720511088906,5,638,3250,0,555,555,555
1720511089728,2,1173,3600,0,222,222,222
1720511089753,1,1304,3612,0,1,1,1
1720511091530,4,2838,4062,0,444,444,444
1720511091736,3,1474,3575,0,333,333,333
1720511091992,5,610,3256,0,555,555,555
1720511092798,2,1151,3612,0,222,222,222
1720511092828,1,1329,3656,0,1,1,1
1720511094603,4,3633,4143,0,444,444,444
1720511094800,3,1581,3618,0,333,333,333
1720511095071,5,673,3256,0,555,555,555
1720511095868,2,1710,3618,0,222,222,222
1720511095906,1,1348,3693,0,1,1,1
1720511097682,4,4266,4225,0,444,444,444
1720511097878,3,1791,3656,0,333,333,333
1720511098152,5,684,3262,0,555,555,555
1720511098948,2,2376,3662,0,222,222,222
1720511098982,1,1626,3743,0,1,1,1
1720511100758,4,4182,4300,0,444,444,444
1720511100950,3,1991,3693,0,333,333,333
1720511101224,5,655,3268,0,555,555,555
1720511102020,2,2788,3762,0,222,222,222
1720511102071,1,1695,3787,0,1,1,1
1720511103836,4,4810,4387,0,444,444,444
1720511104036,3,2332,3731,0,333,333,333
1720511104303,5,687,3268,0,555,555,555
1720511105089,2,3637,3856,0,222,222,222
1720511105143,1,1633,3831,0,1,1,1
1720511106913,4,4958,4481,0,444,444,444
1720511107102,3,2842,3768,0,333,333,333
1720511107379,5,730,3275,0,555,555,555
1720511108159,2,4602,3937,0,222,222,222
1720511108219,1,1805,3875,0,1,1,1
1720511109995,4,7190,4562,0,444,444,444
1720511110184,3,3161,3818,0,333,333,333
1720511110468,5,726,3281,0,555,555,555
1720511111232,2,5533,4018,0,222,222,222
1720511111291,1,1942,3918,0,1,1,1
1720511113073,4,7329,4643,0,444,444,444
1720511113257,3,3463,3875,0,333,333,333
1720511113546,5,794,3287,0,555,555,555
1720511114302,2,6576,4081,0,222,222,222
1720511114366,1,2133,3956,0,1,1,1
1720511116140,4,8001,4718,0,444,444,444
1720511116342,3,3917,3906,0,333,333,333
1720511116612,5,714,3293,0,555,555,555
1720511117367,2,7821,4131,0,222,222,222
1720511117443,1,1967,4000,0,1,1,1
1720511119218,4,8777,4787,0,444,444,444
1720511119407,3,4393,3937,0,333,333,333
1720511119699,5,824,3318,0,555,555,555
1720511120452,2,8267,4187,0,222,222,222
1720511120520,1,2609,4031,0,1,1,1
1720511122294,4,9205,4856,0,444,444,444
1720511122488,3,4678,3968,0,333,333,333
1720511122765,5,729,3350,0,555,555,555
1720511123510,2,9657,4231,0,222,222,222
1720511123597,1,2263,4056,0,1,1,1
1720511125369,4,9929,4918,0,444,444,444
1720511125559,3,5001,3993,0,333,333,333
1720511125847,5,693,3381,0,555,555,555
1720511126588,2,9692,4275,0,222,222,222
1720511126674,1,2683,4075,0,1,1,1
1720511128448,4,10352,4981,0,444,444,444
1720511128639,3,5974,4025,0,333,333,333
1720511128919,5,750,3406,0,555,555,555
1720511129647,2,10896,4312,0,222,222,222
1720511129757,1,2801,4100,0,1,1,1
1720511131526,4,10607,5037,0,444,444,444
1720511131718,3,7138,4050,0,333,333,333
1720511131996,5,732,3431,0,555,555,555
1720511132717,2,11365,4350,0,222,222,222
1720511132834,1,2918,4131,0,1,1,1
1720511134601,4,10028,5093,0,444,444,444
1720511134795,3,8574,4087,0,333,333,333
1720511135074,5,759,3462,0,555,555,555
1720511135787,2,12400,4387,0,222,222,222
1720511135906,1,3326,4168,0,1,1,1
1720511137674,4,9906,5150,0,444,444,444
1720511137867,3,9605,4125,0,333,333,333
1720511138181,5,791,3487,0,555,555,555
1720511138857,2,13062,4431,0,222,222,222
1720511138982,1,3424,4225,0,1,1,1
1720511140751,4,10757,5200,0,444,444,444
1720511140946,3,11163,4168,0,333,333,333
1720511141234,5,764,3518,0,555,555,555
1720511141928,2,14757,4456,0,222,222,222
1720511142058,1,3633,4256,0,1,1,1
1720511143828,4,10659,5256,0,444,444,444
1720511144023,3,13489,4206,0,333,333,333
1720511144305,5,983,3543,0,555,555,555
1720511145003,2,15419,4481,0,222,222,222
1720511145136,1,3910,4306,0,1,1,1
1720511146922,4,11458,5318,0,444,444,444
1720511147099,3,17156,4256,0,333,333,333
1720511147383,5,1024,3575,0,555,555,555
1720511148067,2,16701,4506,0,222,222,222
1720511148217,1,4506,4356,0,1,1,1
1720511149999,4,12235,5375,0,444,444,444
1720511150195,3,20547,4293,0,333,333,333
1720511150470,5,830,3600,0,555,555,555
1720511151137,2,16012,4525,0,222,222,222
1720511151292,1,4710,4425,0,1,1,1
1720511153077,4,15019,5443,0,444,444,444
1720511153252,3,23510,4337,0,333,333,333
1720511153544,5,831,3625,0,555,555,555
1720511154209,2,16150,4556,0,222,222,222
1720511154370,1,4950,4493,0,1,1,1
1720511156154,4,15198,5493,0,444,444,444
1720511156328,3,24282,4368,0,333,333,333
1720511156616,5,1038,3650,0,555,555,555
1720511157277,2,16150,4581,0,222,222,222
1720511157446,1,6298,4575,0,1,1,1
1720511159226,4,14978,5537,0,444,444,444
1720511159417,3,24709,4393,0,333,333,333
1720511159692,5,1055,3668,0,555,555,555
1720511160346,2,15874,4593,0,222,222,222
1720511160524,1,6605,4643,0,1,1,1
1720511162298,4,15364,5562,0,444,444,444
1720511162493,3,25206,4412,0,333,333,333
1720511162770,5,1049,3687,0,555,555,555
1720511163420,2,14454,4600,0,222,222,222
1720511163614,1,7630,4700,0,1,1,1
1720511165375,4,17059,5581,0,444,444,444
1720511165575,3,26612,4412,0,333,333,333
1720511165849,5,1012,3693,0,555,555,555
1720511166486,2,13407,4600,0,222,222,222
1720511166685,1,8030,4756,0,1,1,1
1720511168449,4,17500,5600,0,444,444,444
1720511168646,3,27287,4418,0,333,333,333
1720511168940,5,938,3700,0,555,555,555
1720511169556,2,11533,4593,0,222,222,222
1720511169759,1,8464,4800,0,1,1,1
1720511171527,4,17597,5606,0,444,444,444
1720511171717,3,26212,4418,0,333,333,333
1720511172009,5,1116,3712,0,555,555,555
1720511172626,2,11400,4606,0,222,222,222
1720511172832,1,8840,4837,0,1,1,1
1720511174609,4,17873,5625,0,444,444,444
1720511174795,3,26322,4418,0,333,333,333
1720511175102,5,996,3725,0,555,555,555
1720511175698,2,10323,4612,0,222,222,222
1720511175923,1,9147,4881,0,1,1,1
1720511177690,4,17280,5637,0,444,444,444
1720511177869,3,25991,4412,0,333,333,333
1720511178156,5,976,3731,0,555,555,555
1720511178769,2,10769,4643,0,222,222,222
1720511178997,1,9263,4912,0,1,1,1
1720511180762,4,14619,5637,0,444,444,444
1720511180949,3,26529,4412,0,333,333,333
1720511181234,5,1302,3737,0,555,555,555
1720511181841,2,10132,4656,0,222,222,222
1720511182085,1,9408,4937,0,1,1,1
1720511183839,4,14812,5625,0,444,444,444
1720511184023,3,24861,4400,0,333,333,333
1720511184327,5,1072,3750,0,555,555,555
1720511184913,2,9518,4662,0,222,222,222
1720511185161,1,9338,4950,0,1,1,1
1720511186911,4,13103,5618,0,444,444,444
1720511187114,3,26088,4400,0,333,333,333
1720511187410,5,1021,3750,0,555,555,555
1720511187985,2,8811,4662,0,222,222,222
1720511188235,1,9472,4962,0,1,1,1
1720511189990,4,13310,5593,0,444,444,444
1720511190184,3,25537,4425,0,333,333,333
1720511190480,5,1054,3756,0,555,555,555
1720511191056,2,8632,4675,0,222,222,222
1720511191309,1,9512,4962,0,1,1,1
1720511193078,4,11777,5575,0,444,444,444
1720511193257,3,25509,4468,0,333,333,333
1720511193585,5,1035,3750,0,555,555,555
1720511194126,2,6883,4681,0,222,222,222
1720511194385,1,9558,4968,0,1,1,1
1720511196146,4,11794,5556,0,444,444,444
1720511196330,3,23662,4475,0,333,333,333
1720511196635,5,1075,3750,0,555,555,555
1720511197213,2,4840,4668,0,222,222,222
1720511197459,1,9854,4968,0,1,1,1
1720511199234,4,12635,5550,0,444,444,444
1720511199405,3,23000,4487,0,333,333,333
1720511199709,5,1097,3743,0,555,555,555
1720511200273,2,4926,4631,0,222,222,222
1720511200537,1,10421,4968,0,1,1,1
1720511202298,4,11852,5550,0,444,444,444
1720511202492,3,24558,4506,0,333,333,333
1720511202806,5,1144,3743,0,555,555,555
1720511203434,2,39041,4606,0,222,222,222
1720511203612,1,11163,4987,0,1,1,1
1720511205377,4,16398,5568,0,444,444,444
1720511205565,3,27494,4525,0,333,333,333
1720511205863,5,1187,3737,0,555,555,555
1720511206416,2,11221,4612,0,222,222,222
1720511206690,1,11597,5031,0,1,1,1
1720511208469,4,19251,5575,0,444,444,444
1720511208638,3,30747,4543,0,333,333,333
1720511208943,5,1189,3743,0,555,555,555
1720511209480,2,2879,4693,0,222,222,222
1720511209770,1,11973,5081,0,1,1,1
1720511211539,4,15433,5587,0,444,444,444
1720511211719,3,30538,4556,0,333,333,333
1720511212015,5,1073,3743,0,555,555,555
1720511212545,2,2815,4681,0,222,222,222
1720511212848,1,11846,5118,0,1,1,1
1720511214611,4,18493,5587,0,444,444,444
1720511214797,3,36505,4562,0,333,333,333
1720511215093,5,1046,3743,0,555,555,555
1720511215617,2,2396,4662,0,222,222,222
1720511215924,1,11945,5125,0,1,1,1
1720511217701,4,9333,5587,0,444,444,444
1720511217884,3,30150,4568,0,333,333,333
1720511218167,5,1207,3743,0,555,555,555
1720511218692,2,2271,4637,0,222,222,222
1720511218997,1,11626,5125,0,1,1,1
1720511220755,4,10589,5581,0,444,444,444
1720511220943,3,28688,4575,0,333,333,333
1720511221245,5,1116,3743,0,555,555,555
1720511221755,2,1985,4618,0,222,222,222
1720511222087,1,11568,5131,0,1,1,1
1720511223830,4,16067,5575,0,444,444,444
1720511224028,3,29852,4581,0,333,333,333
1720511224319,5,975,3743,0,555,555,555
1720511224827,2,2273,4600,0,222,222,222
1720511225157,1,11470,5125,0,1,1,1
1720511226914,4,14799,5575,0,444,444,444
1720511227100,3,29464,4587,0,333,333,333
1720511227408,5,1073,3737,0,555,555,555
1720511227895,2,1891,4575,0,222,222,222
1720511228229,1,11076,5118,0,1,1,1
1720511229991,4,14261,5562,0,444,444,444
1720511230175,3,30299,4593,0,333,333,333
1720511230480,5,1034,3731,0,555,555,555
1720511230966,2,1814,4550,0,222,222,222
1720511231308,1,10578,5106,0,1,1,1
1720511233069,4,9153,5556,0,444,444,444
1720511233254,3,27714,4600,0,333,333,333
1720511233554,5,964,3725,0,555,555,555
1720511234035,2,12910,4531,0,222,222,222
1720511234381,1,10752,5100,0,1,1,1
1720511236137,4,11672,5543,0,444,444,444
1720511236331,3,26253,4593,0,333,333,333
1720511236628,5,964,3718,0,555,555,555
1720511237105,2,13200,4518,0,222,222,222
1720511237459,1,9796,5100,0,1,1,1
1720511239214,4,9084,5537,0,444,444,444
1720511239403,3,26419,4568,0,333,333,333
1720511239705,5,994,3712,0,555,555,555
1720511240176,2,9900,4568,14,222,222,222
1720511240535,1,10184,5093,0,1,1,1
1720511242297,4,8360,5518,0,444,444,444
1720511242479,3,25027,4556,0,333,333,333
1720511242782,5,973,3706,0,555,555,555
1720511243246,2,4558,4687,7,222,222,222
1720511243616,1,10086,5100,0,1,1,1
1720511245382,4,8001,5493,0,444,444,444
1720511245559,3,24489,4550,0,333,333,333
1720511245858,5,953,3700,0,555,555,555
1720511246320,2,17804,4787,4,222,222,222
1720511246704,1,9176,5093,0,1,1,1
1720511248455,4,9263,5481,0,444,444,444
1720511248633,3,23055,4556,0,333,333,333
1720511248935,5,953,3700,0,555,555,555
1720511249391,2,9373,4818,11,222,222,222
1720511249772,1,8643,5081,0,1,1,1
1720511251534,4,9535,5468,0,444,444,444
1720511251710,3,22201,4543,0,333,333,333
1720511252015,5,854,3693,0,555,555,555
1720511252461,2,26887,4843,0,222,222,222
1720511252848,1,7885,5075,0,1,1,1
1720511254615,4,7867,5462,0,444,444,444
1720511254798,3,20712,4531,0,333,333,333
1720511255089,5,1447,3693,0,555,555,555
1720511255526,2,2533,4875,0,222,222,222
1720511255922,1,8192,5062,0,1,1,1
1720511257687,4,6593,5456,0,444,444,444
1720511257882,3,20106,4512,0,333,333,333
1720511258170,5,1328,3687,0,555,555,555
1720511258595,2,1450,4875,0,222,222,222
1720511258997,1,7815,5062,0,1,1,1
1720511260762,4,6744,5437,0,444,444,444
1720511260956,3,18327,4500,0,333,333,333
1720511261247,5,1627,3687,0,555,555,555
1720511261666,2,1180,4856,0,222,222,222
1720511262074,1,6257,5037,0,1,1,1
1720511263836,4,6003,5406,0,444,444,444
1720511264032,3,17955,4487,0,333,333,333
1720511264322,5,1020,3687,0,555,555,555
1720511264736,2,915,4825,0,222,222,222
1720511265150,1,7601,5037,0,1,1,1
1720511266915,4,5203,5381,0,444,444,444
1720511267109,3,13586,4475,0,333,333,333
1720511267399,5,980,3681,0,555,555,555
1720511267808,2,829,4806,0,222,222,222
1720511268243,1,5864,5043,0,1,1,1
1720511269994,4,5325,5356,0,444,444,444
1720511270184,3,11777,4475,0,333,333,333
1720511270475,5,1072,3675,0,555,555,555
1720511270875,2,1166,4781,0,222,222,222
1720511271316,1,6136,5031,0,1,1,1
1720511273067,4,5244,5337,0,444,444,444
1720511273263,3,13462,4493,0,333,333,333
1720511273547,5,1381,3675,0,555,555,555
1720511273947,2,1344,4756,0,222,222,222
1720511274393,1,6130,5018,0,1,1,1
1720511276153,4,4526,5306,0,444,444,444
1720511276335,3,12483,4500,0,333,333,333
1720511276637,5,902,3675,0,555,555,555
1720511277019,2,1583,4718,0,222,222,222
1720511277470,1,5753,5012,0,1,1,1
1720511279225,4,4403,5293,0,444,444,444
1720511279410,3,12014,4500,0,333,333,333
1720511279712,5,938,3675,0,555,555,555
1720511280087,2,1060,4662,0,222,222,222
1720511280556,1,4857,5006,0,1,1,1
1720511282298,4,4751,5268,0,444,444,444
1720511282498,3,10595,4493,6,333,333,333
1720511282789,5,1048,3668,0,555,555,555
1720511283166,2,1091,4637,0,222,222,222
1720511283630,1,4722,5006,0,1,1,1
1720511285370,4,4072,5256,0,444,444,444
1720511285570,3,10138,4493,0,333,333,333
1720511285881,5,922,3668,0,555,555,555
1720511286235,2,1083,4612,0,222,222,222
1720511286701,1,4609,4993,0,1,1,1
1720511288445,4,4055,5250,0,444,444,444
1720511288653,3,9860,4500,0,333,333,333
1720511288953,5,845,3662,0,555,555,555
1720511289305,2,1352,4593,0,222,222,222
1720511289779,1,4810,4993,0,1,1,1
1720511291523,4,3829,5231,0,444,444,444
1720511291723,3,9327,4493,0,333,333,333
1720511292025,5,857,3656,0,555,555,555
1720511292376,2,906,4575,0,222,222,222
1720511292855,1,5047,4987,0,1,1,1
1720511294610,4,4055,5218,0,444,444,444
1720511294797,3,9530,4500,0,333,333,333
1720511295097,5,871,3656,0,555,555,555
1720511295449,2,817,4550,0,222,222,222
1720511295932,1,4339,4981,0,1,1,1
1720511297674,4,4062,5218,0,444,444,444
1720511297870,3,10219,4500,0,333,333,333
1720511298173,5,808,3650,0,555,555,555
1720511298515,2,1071,4543,0,222,222,222
1720511299015,1,3856,4956,0,1,1,1
1720511300751,4,4339,5212,0,444,444,444
1720511300949,3,11620,4500,0,333,333,333
1720511301256,5,846,3643,0,555,555,555
1720511301586,2,790,4531,0,222,222,222
1720511302084,1,4447,4950,0,1,1,1
1720511303828,4,3728,5193,0,444,444,444
1720511304023,3,9344,4506,0,333,333,333
1720511304331,5,804,3643,0,555,555,555
1720511304700,2,825,4518,0,222,222,222
1720511305162,1,3976,4950,0,1,1,1
1720511306910,4,3539,5168,0,444,444,444
1720511307100,3,9686,4500,0,333,333,333
1720511307403,5,975,3643,0,555,555,555
1720511307742,2,1167,4475,0,222,222,222
1720511308243,1,3851,4950,0,1,1,1
1720511309990,4,3245,5156,0,444,444,444
1720511310189,3,8649,4506,0,333,333,333
1720511310479,5,977,3637,0,555,555,555
1720511310795,2,749,4462,0,222,222,222
1720511311315,1,3907,4943,0,1,1,1
1720511313064,4,3152,5137,0,444,444,444
1720511313249,3,10277,4506,0,333,333,333
1720511313559,5,1014,3631,0,555,555,555
1720511313865,2,582,4450,0,222,222,222
1720511314400,1,4033,4943,0,1,1,1
1720511316136,4,2835,5125,0,444,444,444
1720511316344,3,9651,4512,0,333,333,333
1720511316639,5,1015,3625,0,555,555,555
1720511316937,2,681,4437,0,222,222,222
1720511317469,1,3262,4925,0,1,1,1
1720511319213,4,4344,5118,0,444,444,444
1720511319404,3,9014,4518,0,333,333,333
1720511319717,5,992,3625,0,555,555,555
1720511320005,2,596,4412,0,222,222,222
1720511320546,1,3647,4925,0,1,1,1
1720511322293,4,7224,5118,0,444,444,444
1720511322487,3,9362,4525,0,333,333,333
1720511322792,5,1028,3618,0,555,555,555
1720511323078,2,568,4381,0,222,222,222
1720511323629,1,3279,4912,0,1,1,1
1720511325367,4,4455,5125,0,444,444,444
1720511325560,3,8661,4531,0,333,333,333
1720511325867,5,956,3612,0,555,555,555
1720511326202,2,651,4343,0,222,222,222
1720511326705,1,3576,4900,0,1,1,1
1720511328447,4,1933,5125,0,444,444,444
1720511328634,3,7665,4531,0,333,333,333
1720511328940,5,953,3612,0,555,555,555
1720511329215,2,756,4331,0,222,222,222
1720511329781,1,3434,4900,0,1,1,1
1720511331523,4,1948,5118,0,444,444,444
1720511331710,3,8186,4537,0,333,333,333
1720511332020,5,1049,3606,0,555,555,555
1720511332285,2,4742,4325,0,222,222,222
1720511332854,1,3588,4900,0,1,1,1
1720511334607,4,1991,5118,0,444,444,444
1720511334802,3,9095,4537,0,333,333,333
1720511335092,5,1073,3600,0,555,555,555
1720511335355,2,54943,4331,34,222,222,222
1720511335929,1,4190,4893,0,1,1,1
1720511337700,4,3628,5118,0,444,444,444
1720511337870,3,9205,4531,0,333,333,333
1720511338175,5,1162,3600,0,555,555,555
1720511338427,2,6657,4337,10,222,222,222
1720511339011,1,3291,4887,0,1,1,1
1720511340773,4,4133,5118,0,444,444,444
1720511340945,3,7445,4537,0,333,333,333
1720511341245,5,1139,3600,0,555,555,555
1720511341501,2,1408,4343,0,222,222,222
1720511342100,1,3183,4887,0,1,1,1
1720511343849,4,2366,5112,0,444,444,444
1720511344020,3,7885,4537,0,333,333,333
1720511344324,5,1134,3600,0,555,555,555
1720511344564,2,875,4337,0,222,222,222
1720511345171,1,3134,4875,0,1,1,1
1720511346936,4,2366,5106,0,444,444,444
1720511347118,3,8968,4537,0,333,333,333
1720511347399,5,1167,3593,0,555,555,555
1720511347634,2,777,4331,0,222,222,222
1720511348247,1,2781,4868,0,1,1,1
1720511349999,4,2278,5093,0,444,444,444
1720511350189,3,7723,4531,0,333,333,333
1720511350479,5,1147,3587,0,555,555,555
1720511350704,2,905,4325,0,222,222,222
1720511351316,1,4035,4862,0,1,1,1
1720511353074,4,2587,5075,0,444,444,444
1720511353262,3,8325,4531,0,333,333,333
1720511353552,5,1251,3587,0,555,555,555
1720511353838,2,825,4306,0,222,222,222
1720511354394,1,3107,4862,0,1,1,1
1720511356147,4,4879,5068,0,444,444,444
1720511356337,3,6836,4525,0,333,333,333
1720511356643,5,1413,3587,0,555,555,555
1720511356846,2,772,4287,0,222,222,222
1720511357468,1,2455,4850,0,1,1,1
1720511359226,4,3571,5068,0,444,444,444
1720511359412,3,6663,4525,0,333,333,333
1720511359717,5,2869,3581,0,555,555,555
1720511359914,2,665,4268,0,222,222,222
1720511360557,1,3277,4843,0,1,1,1
1720511362311,4,4035,5056,0,444,444,444
1720511362489,3,6460,4518,0,333,333,333
1720511362787,5,1674,3581,0,555,555,555
1720511363024,2,553,4250,0,222,222,222
1720511363635,1,2602,4850,0,1,1,1
1720511365391,4,4391,5050,0,444,444,444
1720511365567,3,6020,4512,0,333,333,333
1720511365863,5,1774,3581,0,555,555,555
1720511366060,2,507,4231,0,222,222,222
1720511366715,1,2000,4843,0,1,1,1
1720511368461,4,2533,5043,0,444,444,444
1720511368639,3,5713,4500,0,333,333,333
1720511368948,5,2024,3581,0,555,555,555
1720511369124,2,485,4225,0,222,222,222
1720511369792,1,2739,4850,0,1,1,1
1720511371532,4,2241,5037,0,444,444,444
1720511371720,3,5203,4487,0,333,333,333
1720511372026,5,1447,3581,0,555,555,555
1720511372206,2,489,4212,0,222,222,222
1720511372865,1,3620,4843,0,1,1,1
1720511374608,4,2212,5018,0,444,444,444
1720511374802,3,4221,4481,0,333,333,333
1720511375110,5,1273,3581,0,555,555,555
1720511375276,2,597,4200,0,222,222,222
1720511375945,1,2034,4850,0,1,1,1
1720511377684,4,2941,5006,0,444,444,444
1720511377880,3,4455,4487,0,333,333,333
1720511378189,5,1542,3581,0,555,555,555
1720511378347,2,595,4193,0,222,222,222
1720511379017,1,2268,4837,0,1,1,1
1720511380761,4,2467,4981,0,444,444,444
1720511380945,3,10387,4487,8,333,333,333
1720511381261,5,1257,3581,0,555,555,555
1720511381420,2,541,4187,0,222,222,222
1720511382096,1,3338,4831,0,1,1,1
1720511383846,4,5881,4968,0,444,444,444
1720511384035,3,5858,4481,226,333,333,333
1720511384337,5,1258,3581,0,555,555,555
1720511384489,2,10335,4168,0,222,222,222
1720511385173,1,2860,4831,0,1,1,1
1720511386913,4,2074,4968,0,444,444,444
1720511387096,3,4722,4468,8,333,333,333
1720511387410,5,1272,3575,0,555,555,555
1720511387562,2,2680,4168,15,222,222,222
1720511388249,1,2212,4818,0,1,1,1
1720511389987,4,1945,4962,0,444,444,444
1720511390176,3,4045,4450,11,333,333,333
1720511390489,5,1406,3568,0,555,555,555
1720511390635,2,2180,4175,17,222,222,222
1720511391326,1,1859,4825,0,1,1,1
1720511393067,4,1848,4962,0,444,444,444
1720511393254,3,4452,4450,8,333,333,333
1720511393574,5,1465,3568,0,555,555,555
1720511393706,2,662,4175,0,222,222,222
1720511394403,1,2031,4812,0,1,1,1
1720511396141,4,3780,4950,0,444,444,444
1720511396329,3,4050,4456,5,333,333,333
1720511396644,5,1374,3568,0,555,555,555
1720511396764,2,859,4175,0,222,222,222
1720511397481,1,2155,4787,0,1,1,1
1720511399225,4,1981,4937,0,444,444,444
1720511399408,3,4894,4456,3,333,333,333
1720511399718,5,1700,3568,0,555,555,555
1720511399834,2,3149,4175,0,222,222,222
1720511400556,1,1998,4768,0,1,1,1
1720511402295,4,1902,4931,0,444,444,444
1720511402483,3,4064,4462,28,333,333,333
1720511402794,5,1680,3568,0,555,555,555
1720511402904,2,782,4181,0,222,222,222
1720511403642,1,1838,4756,0,1,1,1
1720511405383,4,4464,4925,0,444,444,444
1720511405561,3,4025,4456,8,333,333,333
1720511405871,5,1364,3568,0,555,555,555
1720511405974,2,1788,4181,0,222,222,222
1720511406715,1,1933,4743,0,1,1,1
1720511408454,4,4850,4918,0,444,444,444
1720511408636,3,4040,4450,9,333,333,333
1720511408947,5,1295,3568,0,555,555,555
1720511409044,2,2064,4175,0,222,222,222
1720511409787,1,1837,4731,0,1,1,1
1720511411525,4,5557,4912,0,444,444,444
1720511411716,3,4221,4450,9,333,333,333
1720511412024,5,1371,3575,0,555,555,555
1720511412115,2,1106,4175,0,222,222,222
1720511412864,1,1877,4712,0,1,1,1
1720511414616,4,2980,4912,0,444,444,444
1720511414801,3,4160,4450,10,333,333,333
1720511415111,5,1569,3575,0,555,555,555
1720511415200,2,778,4168,0,222,222,222
1720511415948,1,2163,4706,0,1,1,1
1720511417676,4,2246,4906,0,444,444,444
1720511417874,3,4170,4437,0,333,333,333
1720511418184,5,1699,3575,0,555,555,555
1720511418254,2,509,4162,0,222,222,222
1720511419018,1,2565,4700,0,1,1,1
1720511420752,4,2717,4893,0,444,444,444
1720511420956,3,3726,4431,22,333,333,333
1720511421255,5,1747,3575,0,555,555,555
1720511421325,2,547,4162,0,222,222,222
1720511422099,1,2039,4700,0,1,1,1
